Generacja,Bot_ID,Punkty,town_size,wood_percent,gold_percent,stone_percent,feudal_vills,castle_vills,boar_hunting,boar_hunters,max_lumber_camps,max_mining_camps,build_market,build_blacksmith,build_archery,build_stable,build_tower,militia_count,archer_count,skirm_count,scout_count,attack_percent,tech_loom,tech_wheelbarrow,tech_double_axe,tech_horse_collar,tech_gold_mining,tech_fletching,tech_padded_archer,tech_forging,tech_scale_mail,tech_bloodlines
14,4,1000,30,48,13,3,25,48,0,8,1,3,0,1,0,1,1,2,5,9,3,64,1,1,1,0,0,0,0,1,1,1
14,5,1000,30,48,13,0,23,48,0,8,1,3,1,1,0,1,1,2,5,9,3,64,0,1,1,0,0,0,0,1,1,1
14,6,1000,31,48,13,3,25,48,0,8,1,3,1,1,0,1,0,2,5,9,3,64,1,0,1,0,0,1,1,1,1,1
14,7,1000,30,48,18,0,23,48,0,8,1,3,0,0,0,1,1,2,5,9,3,64,1,0,1,0,1,0,1,1,1,1
15,3,3246,30,48,13,3,23,48,0,8,1,3,0,1,0,1,1,2,3,9,3,64,0,0,1,0,0,0,1,1,1,0
15,2,3224,31,48,13,0,23,48,0,8,1,3,0,0,0,1,0,2,5,9,3,64,0,0,1,0,1,1,1,0,0,1
15,4,3208,31,48,18,0,23,48,0,8,1,3,1,0,0,1,1,2,5,9,3,64,1,0,1,0,1,0,0,1,1,1
15,1,3158,30,48,16,0,23,48,0,8,1,3,0,1,0,1,1,4,5,9,3,64,1,0,1,0,1,0,0,1,1,1
15,7,3157,30,48,18,0,23,48,1,8,1,3,0,1,0,0,1,4,5,9,3,64,0,0,1,0,0,0,0,1,1,1
15,5,2978,30,48,18,0,23,48,0,8,1,3,1,0,0,1,1,2,5,9,3,64,1,1,1,0,1,0,0,1,1,0
15,6,2844,31,48,13,0,25,48,0,8,1,3,0,0,0,1,1,2,5,9,3,64,1,1,1,0,0,0,0,1,1,1
16,4,3220,31,52,18,0,23,48,0,8,1,3,1,0,0,1,0,3,5,9,3,64,0,0,1,0,1,1,1,0,0,0
16,1,3157,31,48,13,0,23,48,0,8,1,3,0,1,0,1,0,2,5,9,3,64,0,0,1,0,1,0,1,0,0,1
16,5,3108,30,48,13,0,23,48,0,8,1,3,0,0,0,1,1,2,5,11,3,64,0,0,1,0,1,1,0,0,0,1
16,2,3078,30,48,13,0,23,48,0,8,1,3,1,1,0,1,1,2,5,9,3,64,1,1,1,0,1,0,0,1,1,0
16,6,3057,30,48,18,0,23,48,0,8,1,3,1,0,0,1,1,2,5,9,3,64,1,0,1,0,1,0,0,1,0,1
16,7,2844,30,48,13,3,23,48,0,8,1,3,0,1,0,1,1,2,3,9,3,64,0,1,1,0,0,0,1,1,1,1
16,3,2055,30,48,13,0,23,48,0,8,1,3,0,1,0,1,1,2,3,9,3,64,0,0,1,1,0,0,0,1,1,1
17,5,3606,31,48,13,0,23,48,0,8,1,3,0,1,0,1,0,2,5,9,3,64,0,0,1,0,1,0,1,1,0,0
17,3,3200,30,52,18,0,23,48,0,8,1,3,1,1,0,1,1,2,5,9,3,64,1,1,1,0,1,0,0,1,1,0
17,4,3085,31,48,13,0,23,48,0,8,1,3,0,1,0,1,0,2,5,9,3,64,0,0,1,0,1,1,0,0,0,1
17,6,3005,30,48,13,0,23,48,0,8,1,3,0,0,0,1,1,2,5,9,3,64,1,0,1,0,1,1,0,1,1,1
17,7,2911,31,52,18,0,23,48,0,8,1,3,1,0,0,0,0,3,5,9,3,64,0,0,1,0,1,1,1,1,0,0
17,2,1474,30,48,18,0,22,49,0,8,1,3,1,0,0,1,0,2,5,9,3,64,0,0,1,0,1,1,0,0,0,0
17,1,1181,31,48,18,0,23,48,0,8,1,3,1,0,0,1,0,3,5,9,3,64,0,0,1,0,1,1,1,1,0,1
18,1,1000,31,52,18,0,23,48,0,8,1,3,0,1,0,1,1,2,5,9,3,58,0,1,1,0,1,0,1,1,1,0
18,2,1000,31,48,13,0,23,48,0,8,1,3,0,1,0,1,0,2,5,9,3,64,0,0,1,0,1,0,0,0,0,0
18,3,1000,30,48,13,0,23,48,0,8,1,3,0,0,0,1,0,2,5,9,1,64,1,0,1,0,1,1,1,1,0,1
18,4,1000,30,48,18,0,23,48,0,8,1,3,1,1,0,1,1,2,5,9,3,64,0,0,1,0,1,0,1,0,1,0
18,5,1000,30,48,13,0,23,48,0,8,1,3,1,1,0,1,1,2,5,9,3,64,1,1,1,0,1,0,0,1,1,1
18,6,1000,30,48,10,0,23,48,0,8,1,3,0,1,0,1,1,2,5,9,3,64,0,0,1,0,1,1,0,0,1,1
18,7,1000,31,48,13,0,23,48,0,8,1,3,0,1,0,1,0,2,5,9,3,64,0,0,1,0,1,0,1,1,0,0
19,5,3282,31,48,18,0,23,48,0,8,1,3,0,1,0,1,1,2,5,9,3,64,0,0,1,0,1,0,0,1,1,0
19,2,3208,31,52,18,0,23,48,0,8,1,3,0,0,0,1,1,2,5,9,3,58,0,1,1,0,1,0,1,1,0,0
19,4,3208,30,48,13,0,23,48,0,8,1,3,0,1,0,1,0,2,5,9,1,64,0,0,1,0,1,0,0,0,0,1
19,6,3163,30,48,13,0,23,48,0,8,1,3,1,0,0,1,1,2,5,9,3,69,0,0,1,0,0,0,1,1,1,0
19,1,3105,31,43,18,0,23,48,0,8,1,3,0,1,0,1,0,2,5,9,3,58,0,0,1,0,1,0,0,1,0,0
19,3,3005,30,52,18,0,23,48,0,8,1,3,1,1,0,1,1,2,5,9,3,64,0,1,1,0,1,0,1,1,1,0
19,7,1912,31,52,18,0,23,50,0,8,1,3,0,1,0,1,1,2,5,8,3,58,0,1,1,0,1,0,1,1,1,0
20,1,2200,31,52,18,0,23,48,0,8,1,3,0,0,0,1,1,2,5,9,3,64,0,0,1,0,1,0,1,1,1,0
20,2,1000,30,48,18,0,23,48,0,8,1,3,0,1,0,1,0,2,5,9,3,55,0,0,1,0,1,1,0,1,0,1
20,3,1000,30,48,18,0,23,48,0,8,1,3,0,0,0,1,1,2,5,9,3,69,0,0,1,0,0,0,1,1,1,0
20,4,1000,31,48,18,0,23,48,0,8,1,3,0,1,0,1,1,2,5,9,3,58,0,0,1,0,1,0,0,0,0,0
20,5,1000,30,48,13,0,23,48,0,8,1,3,1,0,0,1,1,2,5,9,5,58,0,0,1,0,0,1,1,1,1,0
20,6,1000,30,48,13,0,23,48,0,8,1,3,1,1,0,1,1,2,5,9,3,69,0,0,0,0,1,0,1,1,1,0
20,7,1000,31,48,18,0,23,48,0,8,1,3,0,1,0,1,1,2,5,9,3,64,0,0,1,0,1,0,0,1,1,0
21,5,3119,31,48,18,0,23,48,0,8,1,3,0,1,0,1,0,2,5,9,3,55,0,1,1,0,1,0,0,1,0,0
21,3,3095,31,48,18,0,23,48,0,8,1,3,0,1,0,1,1,2,5,9,3,64,0,0,1,0,1,0,0,1,0,0
21,1,3087,31,52,18,0,23,48,0,8,1,3,0,0,0,1,0,2,5,9,3,55,0,0,1,0,1,1,0,1,0,1
21,2,2948,30,48,18,0,23,48,0,8,1,3,0,0,0,1,1,2,5,9,3,69,0,0,1,0,1,0,1,1,1,0
21,4,2852,30,48,18,0,23,48,0,8,1,3,0,1,0,1,0,2,5,9,3,69,0,0,1,0,1,0,0,1,0,0
21,7,2827,31,52,14,0,23,48,0,8,1,3,0,0,1,1,1,2,5,9,3,64,0,0,1,0,1,0,1,1,1,0
21,6,1837,31,48,18,0,22,48,0,8,1,3,0,0,0,1,1,2,5,9,3,58,0,0,1,0,1,0,0,1,1,0
22,7,3141,31,48,18,0,23,48,0,8,1,3,0,1,0,1,0,2,5,9,3,55,0,1,0,0,1,0,0,1,1,0
22,4,3056,31,48,18,0,23,48,1,8,1,3,0,1,0,0,0,2,5,9,3,64,0,0,1,0,0,0,0,1,0,0
22,3,3034,30,48,18,0,23,46,0,9,1,3,0,1,0,1,0,2,5,9,3,69,0,0,1,0,1,0,0,1,1,0
22,2,2994,31,48,18,0,23,48,0,7,1,3,0,1,0,1,0,2,5,9,3,55,1,0,1,0,1,0,0,1,0,0
22,5,2980,31,48,18,0,23,48,0,8,1,3,0,0,0,1,1,2,5,9,3,64,0,0,1,0,1,0,1,1,0,0
22,1,2951,31,48,18,0,25,48,0,8,1,3,0,1,0,1,1,2,5,9,3,55,0,0,1,0,1,0,0,1,0,0
22,6,2712,30,52,18,0,23,48,0,8,1,3,0,0,1,1,0,2,5,9,3,55,0,0,1,0,1,0,0,1,1,0
23,1,1000,31,48,18,0,23,48,0,8,1,3,0,1,0,1,0,2,5,9,3,55,0,0,0,0,1,0,0,1,1,0
23,2,1000,29,48,18,0,23,46,0,9,1,3,0,1,0,1,0,2,5,9,3,55,0,0,1,0,1,0,0,1,1,0
23,3,1000,31,48,18,0,23,48,0,8,1,3,0,1,0,1,0,2,5,9,3,55,1,1,0,0,1,0,0,1,0,0
23,4,1000,31,48,18,0,23,48,1,8,1,3,0,0,0,1,0,2,5,9,3,69,0,0,1,0,0,0,0,1,1,0
23,5,1000,31,48,18,0,23,47,0,7,1,3,0,1,0,0,0,2,5,10,3,55,1,0,1,0,0,0,0,1,0,0
23,6,1000,30,48,18,0,23,48,0,7,1,3,0,1,0,1,0,2,5,9,3,69,1,0,1,0,1,0,0,1,0,0
23,7,1000,31,48,18,0,23,48,0,8,1,3,0,1,0,0,0,2,5,10,3,55,0,1,0,0,1,0,0,1,1,0
24,5,3182,29,48,18,0,23,46,1,9,1,3,0,0,0,1,0,2,5,9,3,69,0,0,1,0,1,0,0,0,1,0
24,2,3181,31,48,18,0,23,48,0,8,1,3,0,1,0,1,0,2,5,9,3,55,1,0,0,0,1,0,0,1,0,0
24,6,3181,31,48,18,0,23,48,1,8,1,3,0,1,0,1,0,2,5,9,3,55,1,0,1,0,0,0,1,1,0,0
24,1,3173,29,48,21,0,23,46,0,8,1,3,0,1,0,1,0,2,5,9,3,55,0,0,1,0,1,0,0,1,1,0
24,4,3069,31,48,18,0,23,46,0,8,1,3,0,1,0,1,0,2,5,9,3,55,1,0,0,0,1,0,0,1,1,0
24,7,2997,31,48,18,0,23,48,0,8,1,3,0,1,0,1,0,2,5,9,3,55,0,0,0,0,1,0,0,1,1,0
24,3,2835,31,48,18,0,23,48,1,8,1,3,0,0,0,1,0,2,5,9,3,55,0,0,0,0,0,0,0,1,1,0
25,5,3077,29,48,21,0,23,46,0,8,1,3,0,1,0,1,1,2,5,9,4,55,1,0,0,0,1,0,0,1,1,0
25,7,3003,29,48,18,0,23,46,1,9,1,3,0,0,0,1,0,2,5,9,3,69,0,0,0,0,1,0,0,0,1,0
25,4,2935,31,48,18,0,23,48,0,8,1,3,0,0,0,1,0,2,5,9,3,55,1,0,0,0,1,0,0,1,0,0
25,6,2906,29,48,18,0,23,48,0,8,1,3,0,1,0,1,0,2,5,9,4,55,1,0,1,0,0,0,0,1,0,0
25,2,2843,31,48,18,0,23,46,0,8,1,3,0,1,0,1,0,2,5,9,3,55,0,0,1,0,0,0,1,1,0,0
25,3,2213,29,48,18,0,23,46,1,9,1,3,0,0,0,1,0,2,5,9,3,55,0,0,1,0,0,0,0,1,1,0
25,1,1176,29,48,18,0,23,48,1,9,1,3,0,0,0,1,0,2,5,9,3,69,1,0,0,0,1,0,0,1,0,1
26,1,1000,29,48,21,0,23,47,1,8,1,3,0,0,0,1,0,2,5,9,4,69,0,0,0,0,1,0,0,1,1,0
26,2,1000,31,48,21,0,23,46,0,8,1,3,0,0,0,1,1,2,5,9,4,55,1,1,0,0,1,0,0,1,1,0
26,3,1000,29,48,18,0,23,46,0,8,1,3,0,1,0,1,0,2,5,9,4,55,1,0,0,0,0,0,0,1,0,0
26,4,1000,29,48,18,0,23,48,0,9,1,3,0,0,0,1,0,2,4,9,2,69,0,0,1,0,1,0,0,0,0,1
26,5,1000,29,48,18,0,23,48,1,9,1,3,0,1,0,1,0,2,5,9,3,69,1,0,0,0,1,0,0,0,1,0
26,6,1000,31,48,18,0,23,48,0,8,1,3,0,1,0,1,0,2,5,9,3,55,1,0,1,1,1,0,0,1,0,1
26,7,1000,29,48,19,0,23,46,0,8,1,3,0,1,0,1,1,2,5,9,4,55,1,0,0,0,1,0,0,1,1,0
27,1,1000,29,48,21,0,23,47,0,8,1,3,0,0,0,1,0,2,5,9,4,55,1,0,0,0,1,0,0,1,1,0
27,2,1000,30,48,21,0,23,47,1,8,1,3,0,0,0,1,0,2,5,9,4,69,1,0,0,0,0,0,0,1,0,0
27,3,1000,29,48,21,0,25,48,1,8,1,3,0,0,0,1,0,2,4,9,2,69,0,0,0,0,1,0,0,1,0,0
27,4,1000,29,48,21,0,23,46,0,8,1,3,0,1,0,1,1,2,5,9,4,55,1,0,0,0,1,0,0,1,1,0
27,5,1000,29,48,18,0,23,46,0,9,1,3,0,0,0,1,0,2,5,11,4,55,0,1,1,0,1,0,0,1,0,0
27,6,1000,29,48,18,0,23,48,0,8,1,3,0,0,0,1,0,2,4,9,4,69,0,0,1,0,0,0,0,1,0,0
27,7,1000,29,48,21,0,25,47,1,8,1,3,0,1,0,1,0,2,5,9,4,69,0,0,0,0,0,0,0,1,1,1
28,6,3411,29,48,21,0,25,46,1,8,1,3,0,0,1,1,1,2,4,9,2,69,1,0,0,0,1,0,0,0,0,0
28,3,3017,29,48,21,0,23,46,0,8,1,3,0,1,0,1,1,2,5,9,4,55,1,0,0,0,1,0,0,1,1,0
28,4,2996,30,48,21,0,23,47,1,8,1,3,0,0,0,1,0,3,4,9,4,69,0,0,0,0,1,0,0,1,0,0
28,1,2994,29,48,24,0,23,47,0,8,1,3,0,0,0,1,0,2,5,9,4,69,0,0,0,0,0,0,0,1,1,0
28,2,2798,29,48,21,0,25,47,1,8,1,3,0,0,0,1,0,3,4,9,2,69,0,0,1,0,1,0,0,1,0,0
28,5,2696,28,48,21,0,24,46,1,8,1,3,0,0,0,1,1,2,5,9,5,55,1,0,0,0,0,0,0,1,0,0
28,7,1790,29,48,21,0,23,47,0,8,1,3,0,0,0,1,0,2,5,9,4,55,1,0,0,0,0,0,0,1,1,0
29,6,3175,30,48,21,0,23,47,0,8,1,3,0,0,0,1,0,2,4,9,4,69,1,0,0,0,1,0,0,1,1,0
29,5,3071,29,48,24,0,23,46,1,8,1,3,0,1,0,1,1,2,5,9,4,69,1,0,0,0,1,1,0,1,1,1
29,7,3041,29,48,21,0,25,46,1,8,1,3,0,0,1,0,1,2,4,11,2,69,1,0,0,0,1,0,0,0,0,0
29,2,3019,29,48,21,0,25,46,1,8,1,3,0,0,0,1,0,3,4,9,4,69,1,0,0,0,1,0,1,1,0,0
29,1,3013,29,48,18,0,23,46,1,8,1,3,0,0,0,1,0,0,4,9,4,69,1,0,0,0,1,0,0,0,0,0
29,4,2929,29,48,21,0,23,47,1,8,1,3,0,0,0,1,0,2,5,9,4,69,1,1,0,0,1,0,0,1,0,0
