Generacja,Bot_ID,Punkty,town_size,wood_percent,gold_percent,stone_percent,feudal_vills,castle_vills,boar_hunting,boar_hunters,max_lumber_camps,max_mining_camps,build_market,build_blacksmith,build_archery,build_stable,build_tower,militia_count,archer_count,skirm_count,scout_count,attack_percent,tech_loom,tech_wheelbarrow,tech_double_axe,tech_horse_collar,tech_gold_mining,tech_fletching,tech_padded_archer,tech_forging,tech_scale_mail,tech_bloodlines
12,8,2562,55,40,9,0,25,41,1,8,2,2,0,1,0,1,0,7,10,6,4,67,1,1,0,0,0,1,1,0,0,0
13,7,3362,55,40,9,0,25,41,1,8,2,2,0,0,0,1,0,7,10,6,4,67,1,1,0,1,1,0,1,0,0,1
13,3,3217,55,40,9,1,25,44,0,8,2,2,1,0,0,1,0,7,10,6,4,67,1,1,0,0,0,1,1,0,0,1
13,6,3190,55,40,9,0,27,41,1,6,2,2,0,0,0,1,0,7,10,6,4,53,1,0,0,1,1,1,1,1,0,0
13,4,3175,55,41,9,5,27,41,1,8,2,2,0,0,0,0,0,7,10,6,4,53,1,0,0,1,0,0,1,0,1,0
13,1,3142,55,40,8,0,25,41,1,8,2,2,1,0,1,1,0,7,10,6,4,53,1,0,0,1,1,0,1,0,0,0
13,2,3109,55,40,9,0,27,41,1,8,2,2,1,0,0,1,0,7,10,6,2,67,1,0,0,1,1,1,1,0,0,1
13,5,2802,55,41,9,0,27,41,1,8,2,2,1,0,0,1,0,7,10,5,4,53,1,0,0,1,0,0,1,1,1,0
13,8,2580,55,41,8,5,27,41,1,8,2,2,1,0,0,1,0,7,10,5,4,53,1,0,0,1,0,0,1,0,1,0
14,8,3535,55,40,9,1,25,44,0,9,2,2,1,0,0,1,0,7,10,6,4,67,1,1,0,0,0,1,1,0,0,1
14,1,3499,55,40,19,1,25,41,0,8,2,2,1,0,0,1,0,7,13,6,4,67,1,1,1,1,0,1,1,0,0,0
14,7,3033,55,40,9,10,25,41,1,8,2,2,0,0,0,1,0,9,10,6,4,67,1,1,0,0,1,0,1,1,1,1
14,3,3009,55,41,9,0,25,41,1,8,2,2,0,0,0,1,0,7,10,6,4,53,1,1,0,0,1,1,0,0,1,0
14,5,2999,55,41,9,1,27,41,0,8,2,2,0,1,0,0,0,7,10,6,4,53,1,1,0,0,0,0,1,0,1,1
14,6,2926,55,41,9,5,27,41,1,8,2,2,0,0,0,0,0,7,10,6,4,53,1,0,0,1,0,0,1,0,0,0
14,2,2839,54,40,9,0,27,41,1,6,2,2,0,0,0,1,0,7,7,3,4,53,1,1,0,1,1,1,1,0,0,0
14,4,2786,55,40,9,0,25,44,1,6,2,2,0,1,0,1,0,7,10,6,4,67,1,1,0,1,1,0,1,1,0,0
15,1,3161,56,40,19,1,22,41,0,7,2,2,0,0,0,1,1,7,10,6,4,67,1,1,0,0,0,1,1,0,0,1
15,2,2985,55,40,9,10,24,41,0,8,2,2,0,0,0,1,0,9,7,6,4,67,0,1,0,0,0,0,1,1,1,1
15,3,2858,55,40,9,0,25,41,0,9,2,2,0,0,0,1,0,4,10,6,4,53,1,1,0,0,0,1,1,0,0,1
15,7,2843,55,40,9,1,25,44,0,9,2,2,1,1,0,1,0,7,10,6,1,67,1,1,0,1,0,1,1,0,1,1
15,5,2707,55,41,4,1,25,41,0,8,2,2,0,0,0,1,0,7,10,6,4,62,1,1,0,1,0,1,1,0,0,0
15,6,2702,55,41,9,0,25,41,1,9,2,2,0,0,0,1,0,9,10,6,4,53,1,1,0,0,0,0,0,1,0,1
15,4,2695,55,34,9,10,25,41,0,8,2,2,0,0,0,1,0,7,13,6,4,67,1,1,0,0,0,1,1,0,0,0
15,8,2411,55,40,19,1,25,41,0,8,2,2,1,0,0,1,0,7,13,6,6,67,1,1,0,1,0,0,1,1,0,0
16,6,8253,55,40,9,0,25,44,0,12,2,2,0,0,0,1,0,7,10,6,4,67,1,1,0,1,0,1,1,0,1,1
16,2,3236,55,40,9,0,22,41,0,7,2,2,1,0,0,1,0,7,10,6,4,67,1,1,0,0,0,1,1,0,0,1
16,1,3038,55,40,9,10,22,41,1,9,2,2,1,0,0,1,1,7,10,6,4,67,1,0,0,0,0,1,1,1,1,0
16,5,2976,55,37,9,10,25,44,0,8,2,2,0,1,0,1,0,7,10,6,4,67,1,1,0,1,0,0,1,0,1,1
16,7,2910,56,40,19,1,19,41,0,7,2,2,1,0,0,1,1,7,10,6,4,67,1,1,0,0,0,0,1,0,0,1
16,4,2799,55,40,9,10,25,41,0,9,2,2,0,0,0,1,1,9,7,6,4,67,0,1,0,0,0,1,1,0,1,1
16,3,2792,55,40,19,1,22,41,0,9,2,2,1,0,0,1,0,7,13,6,5,67,1,1,0,1,0,1,0,0,0,1
16,8,2287,55,40,9,10,24,41,1,8,2,2,0,0,0,1,0,9,7,6,4,79,0,1,0,1,0,0,1,1,0,0
17,5,3264,55,37,9,7,25,44,1,8,2,2,1,1,0,1,0,7,10,6,4,67,1,1,0,1,0,1,1,0,0,1
17,7,3259,55,40,9,0,25,44,0,12,2,2,0,0,0,1,0,7,10,6,4,67,1,1,0,1,0,1,1,0,1,1
17,2,3137,55,40,9,0,22,41,0,9,2,2,1,1,0,0,1,7,10,6,4,67,1,1,0,0,0,1,1,0,1,1
17,3,3113,57,37,9,10,25,44,0,12,2,2,0,1,1,1,0,7,10,6,4,67,1,1,0,1,0,1,1,0,1,1
17,1,3024,55,37,9,0,22,41,0,7,2,2,1,0,0,1,0,7,10,6,4,67,1,1,0,0,0,1,1,0,0,1
17,6,2844,55,37,9,10,22,45,0,9,2,2,0,0,0,1,1,7,10,6,4,82,1,1,0,1,0,1,0,0,1,1
17,4,2689,55,40,9,10,22,41,1,9,2,2,1,0,0,1,0,7,10,6,4,76,1,1,0,0,1,1,1,0,0,0
17,8,2555,55,40,1,0,20,41,0,10,2,2,1,0,1,1,0,7,10,6,4,67,0,1,0,0,0,1,1,0,0,1
18,1,3212,55,37,9,0,25,44,0,8,2,2,0,1,1,1,0,7,11,6,4,67,1,1,0,1,0,1,1,1,0,1
18,7,3169,54,37,9,7,25,44,1,8,2,2,0,1,0,1,0,7,8,6,4,67,1,1,0,1,0,1,1,0,0,1
18,8,3087,55,40,9,0,25,41,0,12,2,2,0,0,0,1,0,7,10,6,4,67,1,0,0,1,0,1,1,1,1,1
18,6,3024,55,40,9,10,25,47,0,9,2,2,0,1,0,1,1,6,7,6,4,67,1,0,0,0,0,1,1,0,1,1
18,4,3022,55,40,9,0,25,41,0,12,2,2,1,1,0,0,0,7,10,6,4,67,1,1,0,1,0,1,1,0,1,1
18,3,2999,55,37,9,7,25,44,1,12,2,2,0,1,0,1,0,7,10,6,4,67,1,1,0,1,0,1,1,0,1,1
18,2,2974,54,37,9,0,25,44,0,8,2,2,1,1,0,1,0,4,10,7,4,67,1,1,0,0,0,0,1,0,1,1
18,5,2628,55,40,15,0,22,44,0,12,2,2,0,0,1,1,0,7,10,6,4,67,0,0,0,1,0,1,1,0,1,1
19,7,3322,55,37,9,0,25,44,0,8,2,2,0,0,1,1,1,7,11,6,4,67,1,1,0,1,1,1,1,1,0,1
19,4,3136,54,40,5,0,23,44,1,12,2,2,0,0,0,1,0,7,8,6,4,67,1,0,0,1,0,1,1,0,0,1
19,2,3026,55,40,9,0,25,41,0,12,2,2,0,1,1,1,0,7,10,6,4,67,0,1,0,1,0,1,1,1,0,1
19,5,3006,54,40,9,0,25,44,0,9,2,2,0,0,0,0,0,6,8,6,4,67,1,0,0,1,0,1,1,0,0,1
19,8,2995,54,37,9,7,25,44,1,8,2,2,0,1,0,1,0,7,8,6,4,67,1,1,0,1,0,1,1,0,0,1
19,3,2936,55,40,9,10,25,47,1,8,2,2,0,1,1,1,0,6,7,6,4,67,1,1,0,0,0,1,1,1,0,1
19,6,2927,55,40,9,0,25,41,0,9,2,2,0,0,1,1,1,7,10,6,2,67,1,0,0,1,0,1,1,0,1,1
19,1,2804,55,37,13,0,28,44,1,8,2,2,0,0,0,1,0,7,11,6,4,67,1,1,0,1,0,1,1,1,0,1
20,1,2200,55,40,9,0,23,44,1,8,2,2,0,0,0,1,0,6,8,6,4,67,1,0,0,1,1,0,1,0,0,1
20,2,500,55,40,9,0,25,44,0,12,2,2,0,0,1,1,0,7,10,6,4,68,1,1,0,1,0,1,0,1,0,1
20,3,500,55,37,9,0,27,44,0,9,2,2,0,0,1,1,0,7,8,6,4,49,1,1,0,1,1,1,1,0,1,0
20,4,500,54,40,5,0,23,44,1,12,2,2,0,0,1,1,0,7,10,6,4,67,0,0,0,1,0,1,1,0,0,1
20,5,500,54,40,0,0,24,44,1,12,2,2,1,0,1,0,0,6,8,6,4,57,1,0,0,1,0,1,1,0,1,1
20,6,500,52,40,9,0,25,41,0,9,2,2,0,1,0,0,0,7,10,4,4,67,1,0,0,1,0,1,1,0,0,1
20,7,500,55,32,9,0,25,44,0,8,2,2,0,0,0,1,1,7,11,6,4,67,1,0,0,1,1,1,1,1,0,1
20,8,500,54,40,5,0,23,44,0,12,2,2,0,0,0,1,0,7,8,6,4,67,1,0,0,1,0,1,1,0,0,1
21,2,8154,54,40,9,0,23,44,1,9,2,2,0,0,1,1,0,6,8,6,4,49,1,1,0,1,1,1,1,0,0,0
21,5,3233,54,40,9,3,25,47,0,12,2,2,0,0,1,1,1,7,10,6,4,68,0,0,0,1,0,1,1,0,0,1
21,4,3118,55,37,8,0,27,44,0,8,2,2,0,0,1,1,0,7,10,6,4,49,1,1,0,1,0,1,0,1,0,0
21,8,3048,55,40,9,0,25,44,0,12,2,2,0,1,1,1,0,7,10,6,4,68,1,1,0,1,0,0,0,1,0,1
21,6,2882,54,37,9,0,23,44,0,12,2,2,1,0,1,1,0,7,8,6,4,49,0,1,0,1,1,1,1,0,1,1
21,7,2811,55,40,9,0,23,47,1,8,2,2,0,0,0,0,0,6,8,6,4,67,1,0,0,1,1,0,0,0,0,1
21,3,2646,55,40,5,0,23,44,1,8,2,2,1,0,0,0,0,7,10,6,4,67,0,0,0,1,0,0,1,0,0,1
21,1,2575,55,40,9,0,25,44,1,8,2,2,0,0,0,1,0,6,8,6,4,67,0,1,0,1,1,1,0,0,0,1
22,2,3089,55,37,9,0,23,44,1,9,2,2,0,0,0,1,0,6,10,9,4,39,1,1,0,1,1,0,1,1,0,0
22,4,3066,54,40,9,0,25,47,0,12,2,2,0,0,1,1,1,7,10,6,4,49,1,1,0,1,0,1,0,1,0,1
22,8,3060,52,40,17,3,23,47,0,12,2,2,0,1,1,1,0,7,10,6,4,68,0,0,0,0,1,0,1,0,0,1
22,5,2972,55,40,9,0,25,44,0,12,2,2,0,1,0,1,0,7,10,6,4,68,1,0,1,1,1,1,1,0,0,1
22,3,2939,57,35,9,0,23,44,1,12,2,2,0,1,1,1,1,7,8,6,4,49,0,1,0,1,1,1,1,0,0,0
22,7,2928,54,31,9,0,23,44,1,9,2,2,0,0,1,1,0,6,11,6,4,49,1,0,0,1,1,1,1,0,0,0
22,6,2773,55,37,9,0,27,44,1,12,2,2,0,0,1,1,0,7,10,5,4,49,1,1,0,0,0,0,0,1,0,0
22,1,2578,54,40,9,0,23,47,0,12,2,2,0,0,1,1,0,6,8,6,4,68,0,0,0,1,1,1,1,0,0,0
23,6,8216,55,35,17,0,23,47,0,12,2,2,0,1,1,1,0,7,10,6,4,68,1,0,1,1,1,1,1,0,0,1
23,5,3124,55,40,9,0,25,44,0,12,2,2,0,1,0,1,1,7,9,6,2,49,1,0,1,1,0,1,1,0,0,1
23,8,3017,54,40,9,0,25,47,1,12,2,2,0,1,0,1,1,7,10,6,4,49,1,1,0,1,0,1,0,1,0,1
23,7,2958,55,37,2,0,23,44,1,9,2,2,0,0,0,1,0,6,10,9,2,39,1,0,0,1,1,0,1,1,0,0
23,1,2905,55,40,9,0,25,44,1,12,2,2,1,0,0,1,0,7,10,9,4,49,1,0,0,1,1,0,1,0,0,1
23,2,2890,52,37,17,0,23,44,0,12,2,2,0,0,0,1,0,7,10,6,4,68,0,1,1,1,1,0,1,0,0,1
23,4,2716,56,40,17,0,20,45,1,12,2,2,0,0,0,1,1,7,10,6,4,49,1,1,0,1,1,0,1,0,1,1
23,3,1879,58,40,9,0,23,44,0,9,2,2,0,1,1,1,0,6,13,6,4,54,1,0,0,1,1,1,0,0,0,0
24,3,3411,55,37,17,0,23,46,0,12,2,2,0,1,1,1,0,7,10,9,2,39,1,0,1,1,1,1,1,1,0,0
24,7,3261,55,35,17,0,23,47,0,12,2,2,0,1,0,1,0,7,10,6,4,68,1,0,1,1,0,1,1,0,0,1
24,5,3100,55,37,9,0,22,44,1,12,2,2,0,0,1,1,1,6,10,6,2,39,0,0,0,1,0,1,1,1,0,1
24,1,3041,55,35,9,0,23,44,0,12,2,2,0,1,1,1,0,7,9,6,4,49,1,1,1,1,1,0,1,0,0,1
24,6,3007,54,37,2,0,23,44,1,9,2,2,0,1,0,1,0,7,10,6,2,49,1,0,0,1,1,1,0,1,1,1
24,4,2752,55,40,9,0,25,48,0,12,2,2,0,1,0,1,1,7,10,6,4,49,1,0,0,1,0,1,1,0,1,1
24,2,2603,55,40,17,0,23,47,0,12,2,2,0,1,0,1,0,7,10,6,4,49,0,0,1,1,0,1,0,0,0,1
24,8,2513,55,36,9,0,25,44,0,12,2,2,0,1,0,1,1,7,9,6,2,49,1,0,1,1,0,1,1,0,0,1
25,1,3594,55,35,17,0,25,46,0,12,2,2,0,1,1,1,0,7,10,6,4,56,1,0,1,0,1,0,1,1,0,1
25,8,3256,55,35,17,0,23,47,0,12,2,2,1,1,0,1,0,7,7,6,4,68,1,0,0,1,0,1,1,0,0,1
25,7,3175,55,37,17,0,23,43,0,12,2,2,0,0,1,1,1,5,10,9,2,39,1,0,1,1,1,1,1,1,0,0
25,5,3136,55,35,17,10,23,50,0,9,2,2,0,1,0,1,0,7,10,6,4,29,1,0,1,1,0,1,1,0,0,1
25,2,3105,55,37,17,9,23,44,1,9,2,2,0,0,1,1,1,6,10,6,2,39,1,0,0,1,1,1,1,1,0,0
25,3,3084,53,37,9,0,23,44,0,12,2,2,0,1,1,1,0,6,9,6,4,51,1,1,1,1,1,0,1,0,0,1
25,4,2749,55,35,9,0,23,47,0,15,2,2,0,0,1,0,0,6,10,6,4,68,0,0,1,1,0,1,1,0,0,1
25,6,2521,55,37,1,0,23,44,1,12,2,2,0,1,1,1,0,6,10,6,5,39,1,1,0,1,1,1,1,1,0,1
26,7,3472,55,35,17,0,25,46,0,12,2,2,0,1,1,1,0,7,10,6,4,65,1,0,1,0,1,0,1,1,0,0
26,2,3266,55,35,17,0,25,43,0,12,2,2,1,1,1,1,1,5,10,9,5,39,1,0,1,1,1,1,0,1,0,1
