Replay_Filename,Winner_Name,Player1.OpeningStrategy.FeudalTime,Player1.OpeningStrategy.Villagers,Player1.OpeningStrategy.DarkAgeLoom,Player1.OpeningStrategy.OpeningStrategy,Player1.OpeningStrategy.FirstBarracksTime,Player1.OpeningStrategy.MilitiaStrategyIdentified,Player1.OpeningStrategy.NumberOfMilitiaUnits,Player1.OpeningStrategy.PreMillBarracks,Player1.OpeningStrategy.OpeningMilitaryBuildingTime,Player1.OpeningStrategy.OpeningMilitaryBuilding,Player1.OpeningStrategy.Scout Cavalry,Player1.OpeningStrategy.Skirmisher,Player1.OpeningStrategy.Archer,Player1.OpeningStrategy.Spearman,Player1.OpeningStrategy.DoubleBitAxe,Player1.OpeningStrategy.HorseCollar,Player1.OpeningStrategy.Wheelbarrow,Player1.OpeningStrategy.NumberFeudalFarms,Player1.OpeningStrategy.TimeThreeFarms,Player1.OpeningStrategy.TimeSixFarms,Player1.OpeningStrategy.TimeTenFarms,Player1.OpeningStrategy.TimeFifteenFarms,Player1.OpeningStrategy.TimeTwentyFarms,Player1.OpeningStrategy.DarkAgeWallsNumber,Player1.OpeningStrategy.FeudalWallsNumber,Player1.OpeningStrategy.PostCastleWalls,Player1.OpeningStrategy.FeudalHousesBuilt,Player1.MapAndCiv.Civilisation,Player1.MapAndCiv.StartingLocation,Player2.OpeningStrategy.FeudalTime,Player2.OpeningStrategy.Villagers,Player2.OpeningStrategy.DarkAgeLoom,Player2.OpeningStrategy.OpeningStrategy,Player2.OpeningStrategy.FirstBarracksTime,Player2.OpeningStrategy.MilitiaStrategyIdentified,Player2.OpeningStrategy.NumberOfMilitiaUnits,Player2.OpeningStrategy.PreMillBarracks,Player2.OpeningStrategy.OpeningMilitaryBuildingTime,Player2.OpeningStrategy.OpeningMilitaryBuilding,Player2.OpeningStrategy.Scout Cavalry,Player2.OpeningStrategy.Skirmisher,Player2.OpeningStrategy.Archer,Player2.OpeningStrategy.Spearman,Player2.OpeningStrategy.DoubleBitAxe,Player2.OpeningStrategy.HorseCollar,Player2.OpeningStrategy.Wheelbarrow,Player2.OpeningStrategy.NumberFeudalFarms,Player2.OpeningStrategy.TimeThreeFarms,Player2.OpeningStrategy.TimeSixFarms,Player2.OpeningStrategy.TimeTenFarms,Player2.OpeningStrategy.TimeFifteenFarms,Player2.OpeningStrategy.TimeTwentyFarms,Player2.OpeningStrategy.DarkAgeWallsNumber,Player2.OpeningStrategy.FeudalWallsNumber,Player2.OpeningStrategy.PostCastleWalls,Player2.OpeningStrategy.FeudalHousesBuilt,Player2.MapAndCiv.Civilisation,Player2.MapAndCiv.StartingLocation,DistanceBetweenPlayers,DifferenceInELO,Player1.MainGold,Player1.ThirdGold,Player1.SecondGold,Player1.Berries,Player1.Stone,Player1.Front,Player1.Side,Player1.Back,Player2.MainGold,Player2.ThirdGold,Player2.SecondGold,Player2.Berries,Player2.Stone,Player2.Front,Player2.Side,Player2.Back
Hearttt_vs_SalzZ_classicpro_G1.aoe2record,Hearttt,0 days 00:09:11.577000,18,True,Could not Identify!,0 days 00:20:19.335047619,,0,False,0 days 00:21:12.557047619,Stable,0,0,0,0,0 days 00:09:44.702000,0 days 00:19:57.618000,0 days 00:44:15.771000,11,0 days 00:18:18.251714286,0 days 00:21:17.291285714,0 days 00:21:40.778714286,,,0.0,4.0,0.0,12.0,Romans,"(67.0, 23.0)",0 days 00:09:08.743000,18,True,Could not Identify!,0 days 00:19:00.466000,,0,False,0 days 00:19:36.118000,Stable,0,0,0,1,0 days 00:09:42.882000,0 days 00:19:41.966000,0 days 00:36:11.202000,6,0 days 00:15:17.382000,0 days 00:16:30.910000,,,,0.0,0.0,1.0,4.0,Italians,"(29.0, 81.0)",69.33974329343886,244,Back,Unknown,Unknown,Back,Back,1,0,10,Back,Back,Back,Back,Back,4,1,7
Hearttt_vs_SalzZ_classicpro_G2.aoe2record,Hearttt,0 days 00:09:22.076666670,22,False,Pre-Mill Drush Flush,0 days 00:08:49.993000,Pre-Mill Drush,1,True,0 days 00:10:10.521000,Archery Range,0,6,14,1,0 days 00:09:55.466000,0 days 00:22:56.771000,0 days 00:56:12.243000,2,,,,,,6.0,2.0,0.0,9.0,Malay,"(49.0, 26.0)",0 days 00:09:25.396000,19,True,Pre-Mill Drush Flush,0 days 00:08:06.618000,Pre-Mill Drush,2,True,0 days 00:10:29.007000,Archery Range,0,13,9,1,0 days 00:13:09.660000,0 days 00:31:37.382000,0 days 00:29:25.285000,1,,,,,,0.0,23.0,0.0,12.0,Shu,"(46.0, 92.0)",66.06814663663572,244,Front,Back,Back,Back,Back,1,1,5,Front,Back,Back,Unknown,Back,0,2,4
Hera vs Daut G3 (G3 is not be counted in the results).aoe2record,Unknown,0 days 00:11:19.774000,24,True,Fastle Castle,,,0,False,0 days 00:11:19.774000,Towers/Barracks/FC,0,0,0,0,0 days 00:11:48.913000,0 days 00:15:07.024000,0 days 00:34:00.624000,2,,,,,,3.0,0.0,0.0,2.0,Portuguese,"(96.0, 63.0)",0 days 00:09:45.732000,21,False,Could not Identify!,0 days 00:10:00.788000,,0,True,0 days 00:11:15.746000,Stable,0,0,0,0,0 days 00:10:19.455000,0 days 00:18:42.885000,0 days 00:38:07.080000,0,,,,,,0,0,0,7,Shu,"(23.0, 53.0)",73.68174807915459,-300,Back,Back,Back,Back,Back,2,0,8,Back,Unknown,Unknown,Back,Back,2,0,7
Hera vs Hearttt G2.aoe2record,GL.Hera,0 days 00:09:41.230000,20,True,Pre-Mill Drush Flush,0 days 00:08:02.744000,Pre-Mill Drush,3,True,0 days 00:14:15.577000,Archery Range,0,0,1,0,0 days 00:10:21.674000,,0 days 00:30:07.702000,0,,,,,,11.0,7.0,0.0,11.0,Malians,"(27.0, 47.0)",0 days 00:09:12.591000,18,True,Pre-Mill Drush Flush,0 days 00:07:43.855000,Pre-Mill Drush,3,True,0 days 00:10:41.188000,Archery Range,0,6,2,0,0 days 00:09:43.272000,,0 days 00:25:56.730000,7,0 days 00:15:18.799000,0 days 00:17:30.522000,,,,15.0,21.0,0.0,4.0,Georgians,"(85.0, 84.0)",68.79680225126747,-31,Back,Back,Back,Unknown,Back,2,0,7,Front,Back,Back,Back,Unknown,1,1,5
Hera vs TheViper G1.aoe2record,GL.Hera,0 days 00:09:14.619000,18,True,Straight Archers,0 days 00:09:28.466000,,0,True,0 days 00:10:09.799000,Archery Range,0,0,11,0,0 days 00:09:42.674000,0 days 00:21:32.063000,0 days 00:29:17.438000,3,0 days 00:17:23.880571429,,,,,15.0,0.0,0.0,5.0,Malians,"(48.0, 24.0)",0 days 00:09:31.480000,19,True,Pre-Mill Drush Flush,0 days 00:08:05.799000,Pre-Mill Drush,2,True,0 days 00:12:07.105000,Archery Range,0,1,1,0,0 days 00:26:21.230000,0 days 00:13:12.577000,,9,0 days 00:14:18.063000,0 days 00:15:17.980000,,,,2.0,2.0,0.0,14.0,Mongols,"(79.0, 91.0)",73.824115301167,-102,Front,Back,Back,Back,Unknown,1,0,8,Back,Back,Unknown,Back,Back,2,0,6
Hera vs TheViper G2.aoe2record,GL.TheViper,0 days 00:12:30.243000,26,True,Fastle Castle,,,0,False,0 days 00:12:30.243000,Towers/Barracks/FC,0,0,0,0,0 days 00:13:54.952000,,0 days 00:32:46.007000,0,,,,,,0.0,0.0,1.0,4.0,,"(0, 0)",0 days 00:12:06.063000,25,True,Fastle Castle,,,0,False,0 days 00:12:06.063000,Towers/Barracks/FC,0,0,0,0,0 days 00:14:09.174000,,,0,,,,,,0.0,0.0,0.0,3.0,,"(0, 0)",0.0,102,,,,,,,,,,,,,,,,
Hera vs TheViper G3.aoe2record,GL.Hera,0 days 00:10:59.022000,23,True,Fastle Castle,,,0,False,0 days 00:10:59.022000,Towers/Barracks/FC,0,0,0,0,0 days 00:11:27.077000,,0 days 00:19:00.624000,0,,,,,,0.0,0.0,0.0,4.0,Bengalis,"(34.0, 32.0)",0 days 00:09:37.174000,20,True,Pre-Mill Drush Flush,0 days 00:08:09.744000,Pre-Mill Drush,3,True,0 days 00:11:32.369000,Archery Range,0,0,5,1,0 days 00:10:04.272000,0 days 00:15:50.466000,0 days 00:35:55.624000,3,0 days 00:16:02.272000,,,,,0.0,0.0,0.0,5.0,Portuguese,"(95.0, 74.0)",74.06078584514209,-102,Back,Back,Back,Unknown,Back,1,0,3,Front,Unknown,Back,Unknown,Back,1,1,3
Hera vs TheViper G4.aoe2record,GL.TheViper,0 days 00:06:58.223000,14,False,Could not Identify!,,,0,False,0 days 00:06:58.223000,Towers/Barracks/FC,0,0,0,0,0 days 00:07:30.737000,,,0,,,,,,0.0,0.0,0.0,5.0,,"(0, 0)",0 days 00:06:13.334000,12,False,Could not Identify!,,,0,False,0 days 00:06:13.334000,Towers/Barracks/FC,0,0,0,0,0 days 00:06:52.959000,,,0,,,,,,0,0,0,16,,"(0, 0)",0.0,102,,,,,,,,,,,,,,,,
Hera vs TheViper G5.aoe2record,GL.Hera,0 days 00:09:13.605000,18,True,Could not Identify!,0 days 00:07:47.716000,Pre-Mill Drush,2,True,0 days 00:09:13.605000,Towers/Barracks/FC,0,0,0,0,0 days 00:09:43.077000,,0 days 00:31:22.772000,0,,,,,,2.0,9.0,0.0,8.0,Japanese,"(59.0, 25.0)",0 days 00:09:22.271666670,21,True,Pre-Mill Drush Flush,0 days 00:08:37.077000,Pre-Mill Drush,1,True,0 days 00:10:48.897000,Archery Range,0,0,2,0,0 days 00:10:05.827000,0 days 00:21:09.313000,,3,0 days 00:15:56.383000,,,,,0.0,4.0,0.0,6.0,Malay,"(78.0, 89.0)",66.76076692189807,-102,Front,Back,Back,Unknown,Back,1,2,6,Front,Back,Back,Back,Back,1,0,8
Hera vs Vinchester G3.aoe2record,Oni.Vinchester,0 days 00:08:30.271666670,18,True,Straight Archers,0 days 00:12:14.619000,,0,True,0 days 00:14:23.813000,Archery Range,0,0,11,0,0 days 00:08:52.897000,0 days 00:24:59.049000,0 days 00:46:47.480000,7,0 days 00:18:26.688000,0 days 00:19:36.758000,,,,0.0,0.0,0.0,23.0,Malay,"(73.0, 94.0)",0 days 00:10:01.549000,20,True,Could not Identify!,0 days 00:08:24.108538462,Pre-Mill Drush,3,True,0 days 00:10:01.549000,Towers/Barracks/FC,0,0,0,0,0 days 00:19:33.147000,0 days 00:20:18.119000,0 days 00:37:43.647000,4,0 days 00:18:25.254461538,,,,,11.0,1.0,0.0,14.0,Spanish,"(30.0, 37.0)",71.40028011149536,258,Back,Unknown,Back,Back,Back,1,2,8,Back,Back,Back,Back,Back,2,0,9
Hera vs Vinchester G4.aoe2record,GL.Hera,0 days 00:10:34.257000,22,True,Could not Identify!,,,0,False,0 days 00:10:34.257000,Towers/Barracks/FC,0,0,0,0,0 days 00:12:09.132000,0 days 00:21:55.778000,0 days 00:26:46.603000,0,,,,,,0.0,0.0,0.0,2.0,Italians,"(63.0, 97.0)",0 days 00:10:53.952000,22,True,Fastle Castle,,,0,False,0 days 00:10:53.952000,Towers/Barracks/FC,0,0,0,0,0 days 00:12:29.243000,0 days 00:19:43.269000,0 days 00:19:53.952000,0,,,,,,0,0,0,3,Bengalis,"(22.0, 54.0)",59.413803110051795,-258,Back,Back,Back,Unknown,Back,1,1,3,Front,Unknown,Back,Back,Back,0,0,5
Hera vs Vinchester G5.aoe2record,GL.Hera,0 days 00:06:54.258000,13,True,Could not Identify!,,,0,False,0 days 00:06:54.258000,Towers/Barracks/FC,0,0,0,0,0 days 00:07:25.758000,0 days 00:32:19.619000,0 days 00:37:24.313000,0,,,,,,0.0,0.0,1.0,10.0,,"(0, 0)",0 days 00:06:55.480000,14,False,Could not Identify!,,,0,False,0 days 00:06:55.480000,Towers/Barracks/FC,0,0,0,0,0 days 00:07:22.924000,0 days 00:40:38.299000,0 days 00:40:40.272000,0,,,,,,6.0,0.0,0.0,6.0,,"(0, 0)",0.0,-258,,,,,,,,,,,,,,,,
Liereyy vs Hearttt G2.aoe2record,Hearttt,0 days 00:11:19.341000,24,False,Fastle Castle,,,0,False,0 days 00:11:19.341000,Towers/Barracks/FC,0,0,0,0,0 days 00:11:50.841000,,,0,,,,,,0,0,0,4,,"(0, 0)",0 days 00:11:02.480000,24,False,Fastle Castle,,,0,False,0 days 00:11:02.480000,Towers/Barracks/FC,0,0,0,0,0 days 00:11:22.397000,,,0,,,,,,0.0,0.0,0.0,9.0,,"(0, 0)",0.0,195,,,,,,,,,,,,,,,,
Liereyy vs Hearttt G3.aoe2record,Liereyy,0 days 00:06:28.674000,13,False,Could not Identify!,,,0,False,0 days 00:06:28.674000,Towers/Barracks/FC,0,0,0,0,0 days 00:06:55.702000,,,0,,,,,,0.0,0.0,0.0,14.0,,"(0, 0)",0 days 00:06:02.674000,11,True,Could not Identify!,,,0,False,0 days 00:06:02.674000,Towers/Barracks/FC,0,0,0,0,0 days 00:06:39.049000,,,0,,,,,,0.0,13.0,0.0,14.0,,"(0, 0)",0.0,-195,,,,,,,,,,,,,,,,
Liereyy vs Mihai06 G1.aoe2record,Liereyy,0 days 00:10:54.147000,23,False,Fastle Castle,,,0,False,0 days 00:10:54.147000,Towers/Barracks/FC,0,0,0,0,0 days 00:11:23.216000,0 days 00:23:26.027000,0 days 00:33:12.934000,0,,,,,,0.0,6.0,0.0,10.0,,"(0, 0)",0 days 00:13:26.494000,29,True,Fastle Castle,,,0,False,0 days 00:13:26.494000,Towers/Barracks/FC,0,0,0,0,0 days 00:23:02.804000,0 days 00:26:01.624000,0 days 00:46:02.563000,0,,,,,,24.0,0.0,0.0,1.0,,"(0, 0)",0.0,-119,,,,,,,,,,,,,,,,
Liereyy vs Mihai06 G3.aoe2record,TAG_Mihai06,0 days 00:09:36.147000,19,True,Could not Identify!,0 days 00:09:01.647000,,0,True,0 days 00:10:31.438000,Stable,0,0,0,5,0 days 00:10:08.869000,0 days 00:24:57.008000,0 days 00:43:17.008000,0,,,,,,2.0,0.0,0.0,7.0,Magyars,"(103.0, 110.0)",0 days 00:09:41.022000,20,True,Could not Identify!,0 days 00:09:50.091000,,0,True,0 days 00:10:41.688000,Stable,0,0,0,4,0 days 00:10:16.188000,0 days 00:15:01.452000,0 days 00:19:40.728000,8,0 days 00:14:57.633000,0 days 00:14:59.258000,,,,0.0,9.0,0.0,8.0,Wei,"(56.0, 36.0)",87.66413177577246,119,Back,Back,Unknown,Unknown,Back,5,1,25,Back,Back,Back,Back,Back,8,2,22
Liereyy vs Sebastian G3.aoe2record,Liereyy,0 days 00:10:14.757000,21,True,Could not Identify!,0 days 00:19:51.257000,,0,False,0 days 00:20:20.188000,Stable,0,0,0,0,0 days 00:10:38.535000,0 days 00:22:27.118000,0 days 00:32:45.049000,0,,,,,,0.0,7.0,7.0,13.0,,"(0, 0)",0 days 00:11:03.507000,24,False,Fastle Castle,,,0,False,0 days 00:11:03.507000,Towers/Barracks/FC,0,0,0,0,0 days 00:13:21.438000,0 days 00:27:19.202000,0 days 00:41:42.188000,0,,,,,,0.0,0.0,1.0,4.0,,"(0, 0)",0.0,-177,,,,,,,,,,,,,,,,
MbL_vs_Lucho_G3.aoe2record,wR.Lucho,0 days 00:06:10.188000,12,False,Could not Identify!,,,0,False,0 days 00:06:10.188000,Towers/Barracks/FC,0,0,0,0,0 days 00:06:46.147000,,,0,,,,,,0,0,0,7,,"(0, 0)",0 days 00:06:14.452000,12,False,Could not Identify!,,,0,False,0 days 00:06:14.452000,Towers/Barracks/FC,0,0,0,0,0 days 00:06:48.994000,0 days 00:26:55.841000,,0,,,,,,0,0,0,7,,"(0, 0)",0.0,90,,,,,,,,,,,,,,,,
MbL_vs_Lucho_G5.aoe2record,wR.Lucho,0 days 00:09:40.827000,21,False,Could not Identify!,,,0,False,0 days 00:09:40.827000,Towers/Barracks/FC,0,0,0,0,0 days 00:10:13.549000,0 days 00:31:06.494000,,0,,,,,,0,0,0,6,Vikings,"(98.0, 12.0)",0 days 00:12:02.938666670,28,False,Fastle Castle,,,0,False,0 days 00:12:02.938666670,Towers/Barracks/FC,0,0,0,0,0 days 00:12:30.647000,0 days 00:20:17.716000,0 days 00:48:20.230000,0,,,,,,0,0,0,3,Malay,"(12.0, 95.0)",119.5198728245642,90,Front,Back,Unknown,Back,Back,2,0,3,Back,Unknown,Back,Unknown,Back,3,1,3
MP Replay v101.103.30471.0 @2025.11.17 151842 (1).aoe2record,Oni.Vinchester,0 days 00:06:44.118000,13,False,Could not Identify!,,,0,False,0 days 00:06:44.118000,Towers/Barracks/FC,0,0,0,0,0 days 00:07:23.535000,0 days 00:23:48.601000,0 days 00:32:09.212000,0,,,,,,2.0,0.0,0.0,9.0,,"(0, 0)",0 days 00:06:50.618000,13,True,Could not Identify!,,,0,False,0 days 00:06:50.618000,Towers/Barracks/FC,0,0,0,0,0 days 00:07:32.271000,,,0,,,,,,0,0,0,11,,"(0, 0)",0.0,360,,,,,,,,,,,,,,,,
