Generacja,Bot_ID,Punkty,AST_Tree
68,38,1708,"MANY_RULES(DEFRULE(c_far_gold, a_train_vill), MANY_RULES(DEFRULE(c_some_ram, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_group_size(168)), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), TWO_RULES(DEFRULE(c_can_res_blast, a_train_vill), DEFRULE(c_some_ram, a_build_house)))))))))))"
68,10,1706,"MANY_RULES(DEFRULE(c_some_skirm, a_build_house), MANY_RULES(DEFRULE(c_some_ram, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_barracks, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), MANY_RULES(DEFRULE(c_few_barracks, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_train_knight), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_is_feudal_age, a_dynamic_atk_percent(168)), DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)))))))))))"
68,13,1703,"MANY_RULES(DEFRULE(c_far_gold, a_dynamic_atk_percent(5)), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_group_size(168)), MANY_RULES(DEFRULE(c_few_skirm, a_train_knight), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_train_vill), TWO_RULES(DEFRULE(c_few_skirm, a_train_vill), DEFRULE(c_few_skirm, a_build_house)))))))))"
68,59,1699,"MANY_RULES(DEFRULE(c_far_gold, a_train_vill), MANY_RULES(DEFRULE(c_few_barracks, a_dynamic_civ_scout_cap(20)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_group_size(20)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), TWO_RULES(DEFRULE(c_far_gold, a_sell_food), DEFRULE(c_few_mangonel, a_town_size_30))))))))))"
68,25,1691,"MANY_RULES(DEFRULE(c_far_gold, a_build_house), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), MANY_RULES(DEFRULE(AND(c_can_res_stone_1, c_few_skirm), a_dynamic_group_size(20)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), TWO_RULES(DEFRULE(c_can_res_blast, a_dynamic_civ_scout_cap(168)), DEFRULE(c_few_mangonel, a_build_house)))))))))))"
68,20,1686,"MANY_RULES(DEFRULE(AND(c_some_infantry, c_can_res_gold_1), a_dynamic_civ_scout_pct(40)), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(i_val(20))), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), TWO_RULES(DEFRULE(c_can_res_blast, a_train_vill), DEFRULE(c_few_mangonel, a_build_house)))))))))))"
68,24,1685,"MANY_RULES(DEFRULE(c_far_gold, a_train_vill), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), MANY_RULES(DEFRULE(AND(c_mil_pop_10, c_enemy_has_many_pike), a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_barracks, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_some_ram, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_enemy_has_many_pike, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, DO_BOTH(a_build_dock, a_forward_tower)), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_far_gold, a_train_vill), DEFRULE(c_some_ram, a_build_house)))))))))))))))))))))"
68,37,1685,"MANY_RULES(DEFRULE(c_can_res_blast, a_train_vill), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_train_vill), TWO_RULES(DEFRULE(c_far_gold, a_train_vill), DEFRULE(c_some_ram, a_build_house))))))))"
68,70,1680,"MANY_RULES(DEFRULE(c_far_gold, a_train_vill), MANY_RULES(DEFRULE(c_few_barracks, a_dynamic_civ_scout_cap(20)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_group_size(20)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), TWO_RULES(DEFRULE(c_far_gold, a_res_hand_cart), DEFRULE(c_few_mangonel, a_town_size_30))))))))))"
68,58,1676,"MANY_RULES(DEFRULE(c_can_res_blast, a_train_vill), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), MANY_RULES(DEFRULE(AND(c_can_res_stone_1, c_enemy_has_many_pike), a_dynamic_group_size(20)), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), TWO_RULES(DEFRULE(c_can_res_blast, a_train_vill), DEFRULE(c_few_mangonel, a_build_house))))))))))"
68,22,1670,"MANY_RULES(DEFRULE(c_far_gold, a_train_vill), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_can_res_blast, a_dynamic_group_size(16)), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, DO_BOTH(a_build_dock, a_forward_tower)), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_far_gold, a_train_vill), DEFRULE(c_some_ram, a_build_house))))))))))"
68,44,1666,"MANY_RULES(DEFRULE(c_far_gold, a_train_vill), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(20)), MANY_RULES(DEFRULE(AND(c_can_res_stone_1, c_enemy_has_many_pike), a_dynamic_group_size(20)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), TWO_RULES(DEFRULE(c_can_res_blast, a_train_vill), DEFRULE(c_few_skirm, a_build_house))))))))"
68,15,1661,"MANY_RULES(DEFRULE(c_far_gold, a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_group_size(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_some_ram, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), TWO_RULES(DEFRULE(c_can_res_blast, a_train_vill), DEFRULE(c_few_mangonel, a_build_house)))))))))))))))"
68,34,1661,"MANY_RULES(DEFRULE(c_can_res_blast, a_train_vill), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(20)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), MANY_RULES(DEFRULE(AND(c_can_res_stone_1, c_enemy_has_many_pike), a_dynamic_camp_dist(168)), MANY_RULES(DEFRULE(c_far_gold, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), TWO_RULES(DEFRULE(c_can_res_blast, a_train_vill), DEFRULE(c_few_mangonel, a_build_house)))))))))))"
68,42,1657,"MANY_RULES(DEFRULE(c_far_gold, a_train_vill), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_enemy_has_many_pike, a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_group_size(168)), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_some_ram, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(t_empty_rule, MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_far_gold, a_res_loom), TWO_RULES(DEFRULE(c_few_skirm, a_train_vill), DEFRULE(c_some_ram, a_build_house)))))))))))))))"
68,4,1650,"MANY_RULES(DEFRULE(c_far_gold, a_dynamic_atk_percent(5)), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_group_size(168)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), TWO_RULES(DEFRULE(c_few_skirm, a_train_vill), DEFRULE(c_few_mangonel, a_build_house))))))))))"
68,26,1646,"MANY_RULES(DEFRULE(c_can_res_blast, a_train_vill), MANY_RULES(DEFRULE(c_few_archer, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), MANY_RULES(DEFRULE(AND(c_can_res_stone_1, c_enemy_has_many_pike), a_dynamic_group_size(20)), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), TWO_RULES(DEFRULE(c_can_res_blast, a_train_vill), DEFRULE(c_few_mangonel, a_build_house)))))))))))"
68,9,1645,"MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(20)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_group_size(168)), MANY_RULES(DEFRULE(c_many_scout, a_train_monk), MANY_RULES(DEFRULE(c_some_ram, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), TWO_RULES(DEFRULE(c_few_skirm, a_train_vill), DEFRULE(c_some_ram, a_build_house)))))))))))))))"
68,46,1641,"MANY_RULES(DEFRULE(c_some_skirm, a_build_house), MANY_RULES(DEFRULE(c_some_ram, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_barracks, a_train_vill), MANY_RULES(DEFRULE(c_some_ram, a_train_vill), MANY_RULES(DEFRULE(c_few_barracks, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_train_knight), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_is_feudal_age, a_dynamic_atk_percent(168)), DEFRULE(c_few_skirm, a_build_house))))))))))"
68,23,1638,"MANY_RULES(DEFRULE(AND(c_some_infantry, c_can_res_gold_1), a_dynamic_civ_scout_pct(40)), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), TWO_RULES(DEFRULE(c_can_res_blast, a_train_vill), DEFRULE(c_few_mangonel, a_build_house)))))))))))"
68,47,1634,"MANY_RULES(DEFRULE(c_some_skirm, a_build_house), MANY_RULES(DEFRULE(c_some_ram, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_barracks, a_train_vill), MANY_RULES(DEFRULE(c_some_ram, a_train_vill), MANY_RULES(DEFRULE(c_few_barracks, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_far_gold, a_train_knight), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_is_feudal_age, a_dynamic_atk_percent(168)), DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)))))))))))"
68,72,1631,"MANY_RULES(DEFRULE(c_far_gold, a_train_vill), MANY_RULES(t_empty_rule, MANY_RULES(DEFRULE(c_enemy_has_many_pike, a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_group_size(168)), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_some_ram, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(t_empty_rule, MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_loom), TWO_RULES(DEFRULE(c_few_skirm, a_train_vill), DEFRULE(c_some_ram, a_build_house)))))))))))))))"
68,5,1628,"MANY_RULES(DEFRULE(c_far_gold, a_dynamic_atk_percent(5)), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(AND(c_can_res_blast, c_enemy_has_many_pike), a_dynamic_atk_percent(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_group_size(168)), MANY_RULES(DEFRULE(c_few_skirm, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_some_ram, a_build_house), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, DO_BOTH(a_build_dock, a_forward_tower)), MANY_RULES(DEFRULE(c_few_barracks, a_res_loom), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_far_gold, a_train_vill), DEFRULE(c_some_ram, a_res_loom)))))))))))))))))))"
68,78,1626,"MANY_RULES(DEFRULE(c_can_res_blast, a_train_vill), MANY_RULES(DEFRULE(c_some_knight, a_dynamic_civ_scout_cap(168)), MANY_RULES(DEFRULE(c_few_skirm, a_train_vill), MANY_RULES(DEFRULE(c_few_skirm, a_res_farm_2), MANY_RULES(DEFRULE(c_few_barracks, a_build_house), TWO_RULES(DEFRULE(c_far_gold, a_train_vill), DEFRULE(c_some_ram, a_dynamic_civ_scout_cap(168))))))))"
